,Path,Fold,Family,Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID,Dynamics,Dynamics ID,Instance ID,String ID (if applicable),Needed digital retuning
1488,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C3-pp-4c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,C3,48,pp,0,3,4.0,False
1489,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#3-pp-1c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,C#3,49,pp,0,0,1.0,False
1490,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#3-pp-2c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,C#3,49,pp,0,1,2.0,False
1491,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#3-pp-3c-T10u.wav,1,Strings,Cb,Contrabass,ord,ordinario,C#3,49,pp,0,2,3.0,True
1492,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#3-pp-4c-T16d.wav,3,Strings,Cb,Contrabass,ord,ordinario,C#3,49,pp,0,3,4.0,True
1493,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D3-pp-1c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,D3,50,pp,0,0,1.0,False
1494,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D3-pp-2c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,D3,50,pp,0,1,2.0,False
1495,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D3-pp-3c-T27d.wav,0,Strings,Cb,Contrabass,ord,ordinario,D3,50,pp,0,2,3.0,True
1496,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D3-pp-4c-T15u.wav,0,Strings,Cb,Contrabass,ord,ordinario,D3,50,pp,0,3,4.0,True
1497,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#3-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,D#3,51,pp,0,0,1.0,False
1498,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#3-pp-2c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,D#3,51,pp,0,1,2.0,False
1499,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#3-pp-3c-T18d.wav,3,Strings,Cb,Contrabass,ord,ordinario,D#3,51,pp,0,2,3.0,True
1500,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#3-pp-4c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,D#3,51,pp,0,3,4.0,False
1501,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E3-pp-1c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,E3,52,pp,0,0,1.0,False
1502,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E3-pp-2c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,E3,52,pp,0,1,2.0,False
1503,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E3-pp-3c-T24d.wav,2,Strings,Cb,Contrabass,ord,ordinario,E3,52,pp,0,2,3.0,True
1504,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F3-pp-1c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,F3,53,pp,0,0,1.0,False
1505,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F3-pp-2c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,F3,53,pp,0,1,2.0,False
1506,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F3-pp-3c-T35d.wav,1,Strings,Cb,Contrabass,ord,ordinario,F3,53,pp,0,2,3.0,True
1507,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#3-pp-1c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,F#3,54,pp,0,0,1.0,False
1508,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#3-pp-2c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,F#3,54,pp,0,1,2.0,False
1509,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#3-pp-3c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,F#3,54,pp,0,2,3.0,False
1510,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G3-pp-1c-T11d.wav,1,Strings,Cb,Contrabass,ord,ordinario,G3,55,pp,0,0,1.0,True
1511,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G3-pp-2c-T13d.wav,4,Strings,Cb,Contrabass,ord,ordinario,G3,55,pp,0,1,2.0,True
1512,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G3-pp-3c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,G3,55,pp,0,2,3.0,False
1513,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#3-pp-1c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,G#3,56,pp,0,0,1.0,False
1514,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#3-pp-2c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,G#3,56,pp,0,1,2.0,False
1515,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#3-pp-3c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,G#3,56,pp,0,2,3.0,False
1516,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A3-pp-1c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,A3,57,pp,0,0,1.0,False
1517,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A3-pp-2c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,A3,57,pp,0,1,2.0,False
1518,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#3-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,A#3,58,pp,0,0,1.0,False
1519,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#3-pp-2c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,A#3,58,pp,0,1,2.0,False
1520,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B3-pp-1c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,B3,59,pp,0,0,1.0,False
1521,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B3-pp-2c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,B3,59,pp,0,1,2.0,False
1522,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C4-pp-1c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,C4,60,pp,0,0,1.0,False
1523,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C4-pp-2c-T13u.wav,0,Strings,Cb,Contrabass,ord,ordinario,C4,60,pp,0,1,2.0,True
1524,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#4-pp-1c-T10u.wav,0,Strings,Cb,Contrabass,ord,ordinario,C#4,61,pp,0,0,1.0,True
1525,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#4-pp-2c-T10u.wav,0,Strings,Cb,Contrabass,ord,ordinario,C#4,61,pp,0,1,2.0,True
1526,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D4-pp-1c-T12d.wav,1,Strings,Cb,Contrabass,ord,ordinario,D4,62,pp,0,0,1.0,True
1527,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D4-pp-2c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,D4,62,pp,0,1,2.0,False
1528,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#4-pp-1c-T10u.wav,0,Strings,Cb,Contrabass,ord,ordinario,D#4,63,pp,0,0,1.0,True
1529,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E4-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,E4,64,pp,0,0,1.0,False
1530,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F4-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,F4,65,pp,0,0,1.0,False
1531,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#4-pp-1c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,F#4,66,pp,0,0,1.0,False
1532,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G4-pp-1c-T12d.wav,0,Strings,Cb,Contrabass,ord,ordinario,G4,67,pp,0,0,1.0,True
1533,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#4-pp-1c-T22u.wav,1,Strings,Cb,Contrabass,ord,ordinario,G#4,68,pp,0,0,1.0,True
1534,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A4-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,A4,69,pp,0,0,1.0,False
1535,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#4-pp-1c-T13u.wav,3,Strings,Cb,Contrabass,ord,ordinario,A#4,70,pp,0,0,1.0,True
1536,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B4-pp-1c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,B4,71,pp,0,0,1.0,False
1537,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C5-pp-1c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,C5,72,pp,0,0,1.0,False
1538,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E1-mf-4c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,E1,28,mf,2,3,4.0,False
1539,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F1-mf-4c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,F1,29,mf,2,3,4.0,False
1540,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#1-mf-4c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,F#1,30,mf,2,3,4.0,False
1541,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G1-mf-4c-R100u.wav,2,Strings,Cb,Contrabass,ord,ordinario,G1,31,mf,2,3,4.0,True
1542,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#1-mf-4c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,G#1,32,mf,2,3,4.0,False
1543,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A1-mf-3c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,A1,33,mf,2,2,3.0,False
1544,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A1-mf-4c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,A1,33,mf,2,3,4.0,False
1545,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#1-mf-3c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,A#1,34,mf,2,2,3.0,False
1546,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#1-mf-4c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,A#1,34,mf,2,3,4.0,False
1547,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B1-mf-3c-R100u.wav,1,Strings,Cb,Contrabass,ord,ordinario,B1,35,mf,2,2,3.0,True
1548,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B1-mf-4c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,B1,35,mf,2,3,4.0,False
1549,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C2-mf-3c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,C2,36,mf,2,2,3.0,False
1550,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C2-mf-4c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,C2,36,mf,2,3,4.0,False
1551,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#2-mf-3c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,C#2,37,mf,2,2,3.0,False
1552,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-C#2-mf-4c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,C#2,37,mf,2,3,4.0,False
1553,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D2-mf-2c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,D2,38,mf,2,1,2.0,False
1554,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D2-mf-3c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,D2,38,mf,2,2,3.0,False
1555,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D2-mf-4c-T14u.wav,3,Strings,Cb,Contrabass,ord,ordinario,D2,38,mf,2,3,4.0,True
1556,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#2-mf-2c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,D#2,39,mf,2,1,2.0,False
1557,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#2-mf-3c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,D#2,39,mf,2,2,3.0,False
1558,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-D#2-mf-4c-T12u.wav,1,Strings,Cb,Contrabass,ord,ordinario,D#2,39,mf,2,3,4.0,True
1559,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E2-mf-2c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,E2,40,mf,2,1,2.0,False
1560,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E2-mf-3c-N.wav,0,Strings,Cb,Contrabass,ord,ordinario,E2,40,mf,2,2,3.0,False
1561,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-E2-mf-4c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,E2,40,mf,2,3,4.0,False
1562,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F2-mf-2c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,F2,41,mf,2,1,2.0,False
1563,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F2-mf-3c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,F2,41,mf,2,2,3.0,False
1564,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F2-mf-4c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,F2,41,mf,2,3,4.0,False
1565,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#2-mf-2c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,F#2,42,mf,2,1,2.0,False
1566,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#2-mf-3c-T12u.wav,3,Strings,Cb,Contrabass,ord,ordinario,F#2,42,mf,2,2,3.0,True
1567,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-F#2-mf-4c-T10u.wav,4,Strings,Cb,Contrabass,ord,ordinario,F#2,42,mf,2,3,4.0,True
1568,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G2-mf-1c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,G2,43,mf,2,0,1.0,False
1569,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G2-mf-2c-T11d.wav,4,Strings,Cb,Contrabass,ord,ordinario,G2,43,mf,2,1,2.0,True
1570,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G2-mf-3c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,G2,43,mf,2,2,3.0,False
1571,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G2-mf-4c-T10u_R100u.wav,0,Strings,Cb,Contrabass,ord,ordinario,G2,43,mf,2,3,4.0,True
1572,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#2-mf-1c-N.wav,3,Strings,Cb,Contrabass,ord,ordinario,G#2,44,mf,2,0,1.0,False
1573,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#2-mf-2c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,G#2,44,mf,2,1,2.0,False
1574,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#2-mf-3c-T10u.wav,4,Strings,Cb,Contrabass,ord,ordinario,G#2,44,mf,2,2,3.0,True
1575,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-G#2-mf-4c-T12u.wav,3,Strings,Cb,Contrabass,ord,ordinario,G#2,44,mf,2,3,4.0,True
1576,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A2-mf-1c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,A2,45,mf,2,0,1.0,False
1577,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A2-mf-2c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,A2,45,mf,2,1,2.0,False
1578,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A2-mf-3c-R100d.wav,3,Strings,Cb,Contrabass,ord,ordinario,A2,45,mf,2,2,3.0,True
1579,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A2-mf-4c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,A2,45,mf,2,3,4.0,False
1580,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#2-mf-1c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,A#2,46,mf,2,0,1.0,False
1581,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#2-mf-2c-T13u.wav,4,Strings,Cb,Contrabass,ord,ordinario,A#2,46,mf,2,1,2.0,True
1582,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#2-mf-3c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,A#2,46,mf,2,2,3.0,False
1583,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-A#2-mf-4c-N.wav,4,Strings,Cb,Contrabass,ord,ordinario,A#2,46,mf,2,3,4.0,False
1584,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B2-mf-1c-N.wav,1,Strings,Cb,Contrabass,ord,ordinario,B2,47,mf,2,0,1.0,False
1585,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Strings\Contrabass\ordinario\Cb-ord-B2-mf-2c-N.wav,2,Strings,Cb,Contrabass,ord,ordinario,B2,47,mf,2,1,2.0,False
